"Step","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MAX","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MIN","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MAX","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MIN","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MAX","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MIN","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MAX","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX"
"580","4257.0580291840715","4257.0580291840715","4257.0580291840715","3989.439005028334","3989.439005028334","3989.439005028334","4157.681413428283","4157.681413428283","4157.681413428283","3138.28350058644","3138.28350058644","3138.28350058644","3594.595358677472","3594.595358677472","3594.595358677472","4199.363406544391","4199.363406544391","4199.363406544391","3944.823585861674","3944.823585861674","3944.823585861674","4169.361405754606","4169.361405754606","4169.361405754606","3467.4056186513794","3467.4056186513794","3467.4056186513794","3703.6394703300894","3703.6394703300894","3703.6394703300894","3896.3313316361264","3896.3313316361264","3896.3313316361264","4051.993238180592","4051.993238180592","4051.993238180592"
"590","4236.570363414287","4236.570363414287","4236.570363414287","3885.9958821710147","3885.9958821710147","3885.9958821710147","4118.9394782026775","4118.9394782026775","4118.9394782026775","3108.028974107984","3108.028974107984","3108.028974107984","3342.7896396025158","3342.7896396025158","3342.7896396025158","4205.771438304837","4205.771438304837","4205.771438304837","3940.362176114082","3940.362176114082","3940.362176114082","4162.065682860032","4162.065682860032","4162.065682860032","3504.659026590783","3504.659026590783","3504.659026590783","3685.799434597011","3685.799434597011","3685.799434597011","3828.876817301488","3828.876817301488","3828.876817301488","3984.109470570553","3984.109470570553","3984.109470570553"
"600","4216.83096156697","4216.83096156697","4216.83096156697","3971.950239415836","3971.950239415836","3971.950239415836","4057.4512455859526","4057.4512455859526","4057.4512455859526","2905.936597795144","2905.936597795144","2905.936597795144","3320.210089202465","3320.210089202465","3320.210089202465","4277.766586882096","4277.766586882096","4277.766586882096","3947.0843039957604","3947.0843039957604","3947.0843039957604","4164.665165875333","4164.665165875333","4164.665165875333","3496.3559550684126","3496.3559550684126","3496.3559550684126","3617.1157601444247","3617.1157601444247","3617.1157601444247","3899.6466308494223","3899.6466308494223","3899.6466308494223","4011.07670108932","4011.07670108932","4011.07670108932"
"610","4222.156059722976","4222.156059722976","4222.156059722976","4045.5971983361937","4045.5971983361937","4045.5971983361937","4003.758739505519","4003.758739505519","4003.758739505519","3067.3198501720935","3067.3198501720935","3067.3198501720935","3617.958541203954","3617.958541203954","3617.958541203954","4262.249586956643","4262.249586956643","4262.249586956643","3988.954952967225","3988.954952967225","3988.954952967225","4167.205837752632","4167.205837752632","4167.205837752632","3567.0284778148234","3567.0284778148234","3567.0284778148234","3650.3851345260528","3650.3851345260528","3650.3851345260528","3850.4196816011113","3850.4196816011113","3850.4196816011113","3979.152737169729","3979.152737169729","3979.152737169729"
"620","4241.949537894055","4241.949537894055","4241.949537894055","3988.9560355204376","3988.9560355204376","3988.9560355204376","4096.440119605982","4096.440119605982","4096.440119605982","3204.9175244903618","3204.9175244903618","3204.9175244903618","3717.7423524731844","3717.7423524731844","3717.7423524731844","4206.933919169986","4206.933919169986","4206.933919169986","3969.482190257056","3969.482190257056","3969.482190257056","4172.685666306616","4172.685666306616","4172.685666306616","3621.1179292684637","3621.1179292684637","3621.1179292684637","3715.3464442297154","3715.3464442297154","3715.3464442297154","3878.6165894525657","3878.6165894525657","3878.6165894525657","4023.583923523841","4023.583923523841","4023.583923523841"
"630","4298.859758500284","4298.859758500284","4298.859758500284","3994.5353447338116","3994.5353447338116","3994.5353447338116","4098.3519925877545","4098.3519925877545","4098.3519925877545","3094.0756092710235","3094.0756092710235","3094.0756092710235","3499.020077125896","3499.020077125896","3499.020077125896","4166.887384657146","4166.887384657146","4166.887384657146","4004.925845556126","4004.925845556126","4004.925845556126","4229.157367168519","4229.157367168519","4229.157367168519","3574.4442561501","3574.4442561501","3574.4442561501","3676.2483351363016","3676.2483351363016","3676.2483351363016","3807.100343902444","3807.100343902444","3807.100343902444","4058.028108286567","4058.028108286567","4058.028108286567"
"640","4321.204813736894","4321.204813736894","4321.204813736894","4000.8601615438033","4000.8601615438033","4000.8601615438033","4105.236406857874","4105.236406857874","4105.236406857874","3275.73978289893","3275.73978289893","3275.73978289893","3486.533416305079","3486.533416305079","3486.533416305079","4163.467671109165","4163.467671109165","4163.467671109165","3962.1952154766973","3962.1952154766973","3962.1952154766973","4202.848609851346","4202.848609851346","4202.848609851346","3641.333384280555","3641.333384280555","3641.333384280555","3695.242791607305","3695.242791607305","3695.242791607305","3769.548157377011","3769.548157377011","3769.548157377011","3955.873785356473","3955.873785356473","3955.873785356473"
"650","4301.259087139051","4301.259087139051","4301.259087139051","4006.5523216595293","4006.5523216595293","4006.5523216595293","4033.9077374328526","4033.9077374328526","4033.9077374328526","2784.397643130041","2784.397643130041","2784.397643130041","3464.0797425416426","3464.0797425416426","3464.0797425416426","4224.119099338354","4224.119099338354","4224.119099338354","3930.49109842429","3930.49109842429","3930.49109842429","4191.675703918637","4191.675703918637","4191.675703918637","3515.540762094007","3515.540762094007","3515.540762094007","3698.6564543728796","3698.6564543728796","3698.6564543728796","3835.7495963262527","3835.7495963262527","3835.7495963262527","3988.525094475549","3988.525094475549","3988.525094475549"
"660","4339.560322567117","4339.560322567117","4339.560322567117","3989.233842117041","3989.233842117041","3989.233842117041","4054.7842487490357","4054.7842487490357","4054.7842487490357","2932.4266208592135","2932.4266208592135","2932.4266208592135","3345.339261640567","3345.339261640567","3345.339261640567","4236.996747142368","4236.996747142368","4236.996747142368","3958.7001063379057","3958.7001063379057","3958.7001063379057","4248.807092227807","4248.807092227807","4248.807092227807","3627.8590141207824","3627.8590141207824","3627.8590141207824","3768.7425273701933","3768.7425273701933","3768.7425273701933","3821.1464053126474","3821.1464053126474","3821.1464053126474","4032.6432409829604","4032.6432409829604","4032.6432409829604"
"670","4350.152313061679","4350.152313061679","4350.152313061679","3970.847821026017","3970.847821026017","3970.847821026017","4098.979543532574","4098.979543532574","4098.979543532574","3333.432486190319","3333.432486190319","3333.432486190319","3571.5485042671444","3571.5485042671444","3571.5485042671444","4233.860211774636","4233.860211774636","4233.860211774636","3980.1944654404915","3980.1944654404915","3980.1944654404915","4237.640765217189","4237.640765217189","4237.640765217189","3207.493676520168","3207.493676520168","3207.493676520168","3723.9829854133286","3723.9829854133286","3723.9829854133286","3796.7647023499712","3796.7647023499712","3796.7647023499712","3987.3164756288506","3987.3164756288506","3987.3164756288506"
"680","4345.308482465849","4345.308482465849","4345.308482465849","4001.6422189588616","4001.6422189588616","4001.6422189588616","4100.33520845244","4100.33520845244","4100.33520845244","3267.296000396606","3267.296000396606","3267.296000396606","3227.6358891617165","3227.6358891617165","3227.6358891617165","4261.56715802341","4261.56715802341","4261.56715802341","3932.484515820653","3932.484515820653","3932.484515820653","4223.653835205575","4223.653835205575","4223.653835205575","3478.0443846067838","3478.0443846067838","3478.0443846067838","3680.5602884545224","3680.5602884545224","3680.5602884545224","3818.235519053508","3818.235519053508","3818.235519053508","3906.4054392889984","3906.4054392889984","3906.4054392889984"
"690","4380.132435117701","4380.132435117701","4380.132435117701","4059.612967814236","4059.612967814236","4059.612967814236","4092.43750856757","4092.43750856757","4092.43750856757","3375.870961487249","3375.870961487249","3375.870961487249","3289.625351302147","3289.625351302147","3289.625351302147","4279.818973507506","4279.818973507506","4279.818973507506","3928.7271003880146","3928.7271003880146","3928.7271003880146","4260.286600339951","4260.286600339951","4260.286600339951","3565.055540464646","3565.055540464646","3565.055540464646","3619.150870488988","3619.150870488988","3619.150870488988","3824.175778257846","3824.175778257846","3824.175778257846","3962.979953903827","3962.979953903827","3962.979953903827"
"700","4392.504558072588","4392.504558072588","4392.504558072588","3899.2793004294435","3899.2793004294435","3899.2793004294435","4150.032949291218","4150.032949291218","4150.032949291218","3622.2657278268753","3622.2657278268753","3622.2657278268753","3252.6694732918095","3252.6694732918095","3252.6694732918095","4293.726553004095","4293.726553004095","4293.726553004095","3988.2769085327154","3988.2769085327154","3988.2769085327154","4213.77045211681","4213.77045211681","4213.77045211681","3283.6171704271082","3283.6171704271082","3283.6171704271082","3693.374128137021","3693.374128137021","3693.374128137021","3815.923022630405","3815.923022630405","3815.923022630405","3929.39051063327","3929.39051063327","3929.39051063327"
"710","4388.482265028679","4388.482265028679","4388.482265028679","3944.9136388207507","3944.9136388207507","3944.9136388207507","4188.862412044645","4188.862412044645","4188.862412044645","3490.9868409495507","3490.9868409495507","3490.9868409495507","2750.7742223701753","2750.7742223701753","2750.7742223701753","4270.615292016655","4270.615292016655","4270.615292016655","4024.8648766328506","4024.8648766328506","4024.8648766328506","4250.387994977824","4250.387994977824","4250.387994977824","3729.6687794656686","3729.6687794656686","3729.6687794656686","3714.022869724152","3714.022869724152","3714.022869724152","3775.279779997493","3775.279779997493","3775.279779997493","3924.5778703552014","3924.5778703552014","3924.5778703552014"
"720","4406.620666648969","4406.620666648969","4406.620666648969","3951.5122860638016","3951.5122860638016","3951.5122860638016","4154.825356167321","4154.825356167321","4154.825356167321","3483.7148076019234","3483.7148076019234","3483.7148076019234","2966.197508344935","2966.197508344935","2966.197508344935","4252.8180474462115","4252.8180474462115","4252.8180474462115","4010.0980798653313","4010.0980798653313","4010.0980798653313","4238.267983520496","4238.267983520496","4238.267983520496","3763.0489351210904","3763.0489351210904","3763.0489351210904","3720.6579720543255","3720.6579720543255","3720.6579720543255","3813.560663904454","3813.560663904454","3813.560663904454","3840.777967014879","3840.777967014879","3840.777967014879"
"730","4404.268070733594","4404.268070733594","4404.268070733594","3911.317654856715","3911.317654856715","3911.317654856715","4211.80750994972","4211.80750994972","4211.80750994972","3114.512114368863","3114.512114368863","3114.512114368863","3134.622134399175","3134.622134399175","3134.622134399175","4239.646967851257","4239.646967851257","4239.646967851257","3984.4164634894682","3984.4164634894682","3984.4164634894682","4182.9040759592335","4182.9040759592335","4182.9040759592335","3470.205945920887","3470.205945920887","3470.205945920887","3714.4766038622133","3714.4766038622133","3714.4766038622133","3853.668624446896","3853.668624446896","3853.668624446896","3822.52068196853","3822.52068196853","3822.52068196853"
"740","4458.465103941788","4458.465103941788","4458.465103941788","4054.8330966691783","4054.8330966691783","4054.8330966691783","4169.537934902357","4169.537934902357","4169.537934902357","3141.6487037580537","3141.6487037580537","3141.6487037580537","3411.0669027343556","3411.0669027343556","3411.0669027343556","4239.431283082105","4239.431283082105","4239.431283082105","4005.0886815643216","4005.0886815643216","4005.0886815643216","4232.296904621727","4232.296904621727","4232.296904621727","3704.908959371873","3704.908959371873","3704.908959371873","3705.9519053852127","3705.9519053852127","3705.9519053852127","3714.3972933108103","3714.3972933108103","3714.3972933108103","3891.388704504757","3891.388704504757","3891.388704504757"
"750","4439.381839341895","4439.381839341895","4439.381839341895","4155.802138729737","4155.802138729737","4155.802138729737","4197.913500858696","4197.913500858696","4197.913500858696","2809.4454741067248","2809.4454741067248","2809.4454741067248","3232.0632584437094","3232.0632584437094","3232.0632584437094","4269.629430280092","4269.629430280092","4269.629430280092","4001.275166083136","4001.275166083136","4001.275166083136","4163.760932379218","4163.760932379218","4163.760932379218","3570.393523469319","3570.393523469319","3570.393523469319","3739.73328690497","3739.73328690497","3739.73328690497","3782.948908976735","3782.948908976735","3782.948908976735","3906.870125398804","3906.870125398804","3906.870125398804"
"760","4477.48152647797","4477.48152647797","4477.48152647797","3968.077141590295","3968.077141590295","3968.077141590295","4201.735260702689","4201.735260702689","4201.735260702689","3229.3482631874217","3229.3482631874217","3229.3482631874217","3612.9322193636563","3612.9322193636563","3612.9322193636563","4245.560235623632","4245.560235623632","4245.560235623632","4094.7742790011994","4094.7742790011994","4094.7742790011994","4140.894490572423","4140.894490572423","4140.894490572423","3386.5796724418283","3386.5796724418283","3386.5796724418283","3667.4828041645283","3667.4828041645283","3667.4828041645283","3801.806091635629","3801.806091635629","3801.806091635629","3928.642442854469","3928.642442854469","3928.642442854469"
"770","4452.881769965624","4452.881769965624","4452.881769965624","4180.353390830614","4180.353390830614","4180.353390830614","4179.362952955985","4179.362952955985","4179.362952955985","2961.73745306949","2961.73745306949","2961.73745306949","3528.337410516022","3528.337410516022","3528.337410516022","4259.925071214298","4259.925071214298","4259.925071214298","4037.1888017248216","4037.1888017248216","4037.1888017248216","4174.4323021184","4174.4323021184","4174.4323021184","3488.822954599633","3488.822954599633","3488.822954599633","3716.521885259777","3716.521885259777","3716.521885259777","3816.550075608793","3816.550075608793","3816.550075608793","3942.6948944618634","3942.6948944618634","3942.6948944618634"
"780","4427.148126062744","4427.148126062744","4427.148126062744","4105.6792785108555","4105.6792785108555","4105.6792785108555","4248.002568532929","4248.002568532929","4248.002568532929","2826.355132511966","2826.355132511966","2826.355132511966","3760.1363923161057","3760.1363923161057","3760.1363923161057","4283.899106222462","4283.899106222462","4283.899106222462","4031.253084919595","4031.253084919595","4031.253084919595","4231.272317693485","4231.272317693485","4231.272317693485","3199.219787153515","3199.219787153515","3199.219787153515","3799.813035634118","3799.813035634118","3799.813035634118","3844.5016726173862","3844.5016726173862","3844.5016726173862","3848.3017050800563","3848.3017050800563","3848.3017050800563"
"790","4467.010576125524","4467.010576125524","4467.010576125524","4203.981504644207","4203.981504644207","4203.981504644207","4270.016719796144","4270.016719796144","4270.016719796144","2584.2012192128695","2584.2012192128695","2584.2012192128695","3663.6039425145527","3663.6039425145527","3663.6039425145527","4254.111347666932","4254.111347666932","4254.111347666932","3949.64563059952","3949.64563059952","3949.64563059952","4237.961448372048","4237.961448372048","4237.961448372048","3491.4185712078693","3491.4185712078693","3491.4185712078693","3672.2805628172987","3672.2805628172987","3672.2805628172987","3816.9527120025277","3816.9527120025277","3816.9527120025277","3931.736821377788","3931.736821377788","3931.736821377788"
"800","4408.725737312259","4408.725737312259","4408.725737312259","4180.875449624773","4180.875449624773","4180.875449624773","4253.587839774691","4253.587839774691","4253.587839774691","2999.0543229343334","2999.0543229343334","2999.0543229343334","3562.0331622394397","3562.0331622394397","3562.0331622394397","4289.16930549931","4289.16930549931","4289.16930549931","4026.726984262328","4026.726984262328","4026.726984262328","4269.210484921884","4269.210484921884","4269.210484921884","3520.584868537484","3520.584868537484","3520.584868537484","3820.254574034695","3820.254574034695","3820.254574034695","3839.8804754876573","3839.8804754876573","3839.8804754876573","3853.477506815313","3853.477506815313","3853.477506815313"
"810","4377.524578489089","4377.524578489089","4377.524578489089","4222.761050681678","4222.761050681678","4222.761050681678","4402.606160489702","4402.606160489702","4402.606160489702","2912.7099630418893","2912.7099630418893","2912.7099630418893","3573.5847238092656","3573.5847238092656","3573.5847238092656","4309.216801956367","4309.216801956367","4309.216801956367","4024.7052828734186","4024.7052828734186","4024.7052828734186","4208.506848017335","4208.506848017335","4208.506848017335","3532.2045070619383","3532.2045070619383","3532.2045070619383","3770.3829863792503","3770.3829863792503","3770.3829863792503","3793.728775607286","3793.728775607286","3793.728775607286","3897.7412619963216","3897.7412619963216","3897.7412619963216"
"820","4321.071915707941","4321.071915707941","4321.071915707941","4220.008104342553","4220.008104342553","4220.008104342553","4378.238819003083","4378.238819003083","4378.238819003083","2734.205745693336","2734.205745693336","2734.205745693336","3526.7181059217314","3526.7181059217314","3526.7181059217314","4310.666662638793","4310.666662638793","4310.666662638793","3982.017939832234","3982.017939832234","3982.017939832234","4239.775749821685","4239.775749821685","4239.775749821685","3279.9572066047012","3279.9572066047012","3279.9572066047012","3790.4017253262214","3790.4017253262214","3790.4017253262214","3861.910739353444","3861.910739353444","3861.910739353444","3839.839964502051","3839.839964502051","3839.839964502051"
"830","4322.2950430531255","4322.2950430531255","4322.2950430531255","4294.01850326016","4294.01850326016","4294.01850326016","4465.315858417705","4465.315858417705","4465.315858417705","2884.1262601724325","2884.1262601724325","2884.1262601724325","3742.839851476873","3742.839851476873","3742.839851476873","4228.1560819908555","4228.1560819908555","4228.1560819908555","4016.6369461419004","4016.6369461419004","4016.6369461419004","4270.278437011641","4270.278437011641","4270.278437011641","3308.082988361845","3308.082988361845","3308.082988361845","3836.2300633716923","3836.2300633716923","3836.2300633716923","3821.878128526526","3821.878128526526","3821.878128526526","3906.653074944191","3906.653074944191","3906.653074944191"
"840","4316.83766011294","4316.83766011294","4316.83766011294","4284.791178583914","4284.791178583914","4284.791178583914","4379.86334546186","4379.86334546186","4379.86334546186","2957.936971613919","2957.936971613919","2957.936971613919","3677.6254151546955","3677.6254151546955","3677.6254151546955","4197.320976073838","4197.320976073838","4197.320976073838","4027.3454063215277","4027.3454063215277","4027.3454063215277","4237.981477872582","4237.981477872582","4237.981477872582","3841.7334646255226","3841.7334646255226","3841.7334646255226","3828.005658355436","3828.005658355436","3828.005658355436","3832.2502110649975","3832.2502110649975","3832.2502110649975","3866.7242919827595","3866.7242919827595","3866.7242919827595"
"850","4330.4134040422605","4330.4134040422605","4330.4134040422605","4263.1339273559615","4263.1339273559615","4263.1339273559615","4306.398121493991","4306.398121493991","4306.398121493991","2721.990077657842","2721.990077657842","2721.990077657842","3672.3507118700927","3672.3507118700927","3672.3507118700927","4212.989210943344","4212.989210943344","4212.989210943344","3967.463532134715","3967.463532134715","3967.463532134715","4220.240246090244","4220.240246090244","4220.240246090244","3559.5486475868206","3559.5486475868206","3559.5486475868206","3810.6450713319255","3810.6450713319255","3810.6450713319255","3781.9870359392253","3781.9870359392253","3781.9870359392253","3864.361826314752","3864.361826314752","3864.361826314752"
"860","4319.406984013859","4319.406984013859","4319.406984013859","4270.40822920083","4270.40822920083","4270.40822920083","4455.6660086738575","4455.6660086738575","4455.6660086738575","3221.1845002439036","3221.1845002439036","3221.1845002439036","3478.5745791112113","3478.5745791112113","3478.5745791112113","4196.090799474148","4196.090799474148","4196.090799474148","3993.8319911275926","3993.8319911275926","3993.8319911275926","4216.7370215362125","4216.7370215362125","4216.7370215362125","3500.1299355756046","3500.1299355756046","3500.1299355756046","3852.3329975350944","3852.3329975350944","3852.3329975350944","3826.6714569427204","3826.6714569427204","3826.6714569427204","3958.794716662755","3958.794716662755","3958.794716662755"
"863","","","","","","","4479.355567140413","4479.355567140413","4479.355567140413","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"864","","","","4272.112524412112","4272.112524412112","4272.112524412112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","4209.532470988985","4209.532470988985","4209.532470988985","","","","4434.140005816703","4434.140005816703","4434.140005816703","3346.4134334469786","3346.4134334469786","3346.4134334469786","3659.1146708448387","3659.1146708448387","3659.1146708448387","4226.670355550932","4226.670355550932","4226.670355550932","3982.4627484531593","3982.4627484531593","3982.4627484531593","4151.23948690402","4151.23948690402","4151.23948690402","3524.866748882307","3524.866748882307","3524.866748882307","3855.4218225778227","3855.4218225778227","3855.4218225778227","3765.3377752752544","3765.3377752752544","3765.3377752752544","3941.0757889551255","3941.0757889551255","3941.0757889551255"
"871","","","","4216.50827587792","4216.50827587792","4216.50827587792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","4207.717469606553","4207.717469606553","4207.717469606553","","","","4367.412799350478","4367.412799350478","4367.412799350478","3272.9281920044327","3272.9281920044327","3272.9281920044327","3487.579909002316","3487.579909002316","3487.579909002316","4246.397470757327","4246.397470757327","4246.397470757327","4039.868552691945","4039.868552691945","4039.868552691945","4114.053794647161","4114.053794647161","4114.053794647161","3533.0323969065025","3533.0323969065025","3533.0323969065025","3745.170356335942","3745.170356335942","3745.170356335942","3795.261785787504","3795.261785787504","3795.261785787504","3806.3139244899294","3806.3139244899294","3806.3139244899294"
"881","","","","4282.848240706444","4282.848240706444","4282.848240706444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","4190.070526099747","4190.070526099747","4190.070526099747","","","","4238.467016166312","4238.467016166312","4238.467016166312","3195.1076181177223","3195.1076181177223","3195.1076181177223","3571.2556439431487","3571.2556439431487","3571.2556439431487","4227.17881991858","4227.17881991858","4227.17881991858","4067.9027445626657","4067.9027445626657","4067.9027445626657","4097.30989652969","4097.30989652969","4097.30989652969","3684.9433282969444","3684.9433282969444","3684.9433282969444","3786.5352962151724","3786.5352962151724","3786.5352962151724","3777.353237180972","3777.353237180972","3777.353237180972","3897.1870029351694","3897.1870029351694","3897.1870029351694"
"891","","","","4314.689529433628","4314.689529433628","4314.689529433628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900","4139.36165530773","4139.36165530773","4139.36165530773","","","","4249.392861091813","4249.392861091813","4249.392861091813","3324.1612387669197","3324.1612387669197","3324.1612387669197","3605.9119457236807","3605.9119457236807","3605.9119457236807","4210.169797647151","4210.169797647151","4210.169797647151","4079.4586914619335","4079.4586914619335","4079.4586914619335","4102.047065165797","4102.047065165797","4102.047065165797","3391.5950874889295","3391.5950874889295","3391.5950874889295","3825.6474145039733","3825.6474145039733","3825.6474145039733","3775.7096308160085","3775.7096308160085","3775.7096308160085","3969.691448973638","3969.691448973638","3969.691448973638"
"901","","","","4351.999166765747","4351.999166765747","4351.999166765747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"902","4111.524420958396","4111.524420958396","4111.524420958396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","","","","","","","4247.879016807836","4247.879016807836","4247.879016807836","3283.0915253218773","3283.0915253218773","3283.0915253218773","3558.4460187776835","3558.4460187776835","3558.4460187776835","4246.515061873618","4246.515061873618","4246.515061873618","4093.6019333329314","4093.6019333329314","4093.6019333329314","4183.662294096078","4183.662294096078","4183.662294096078","3424.281427848594","3424.281427848594","3424.281427848594","3760.9961770044292","3760.9961770044292","3760.9961770044292","3641.464758814954","3641.464758814954","3641.464758814954","3931.1278688413463","3931.1278688413463","3931.1278688413463"
"911","4087.3708186673657","4087.3708186673657","4087.3708186673657","4374.623520385443","4374.623520385443","4374.623520385443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","","","","","","","4219.676838602021","4219.676838602021","4219.676838602021","3284.488747893934","3284.488747893934","3284.488747893934","3521.21184361005","3521.21184361005","3521.21184361005","4251.442778530415","4251.442778530415","4251.442778530415","4095.198186160566","4095.198186160566","4095.198186160566","4158.259733926339","4158.259733926339","4158.259733926339","3531.15024769762","3531.15024769762","3531.15024769762","3806.12628311679","3806.12628311679","3806.12628311679","3777.5821662649564","3777.5821662649564","3777.5821662649564","3922.859222019853","3922.859222019853","3922.859222019853"
"921","4126.172253213337","4126.172253213337","4126.172253213337","4365.226248377447","4365.226248377447","4365.226248377447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"930","","","","","","","4307.432342103593","4307.432342103593","4307.432342103593","3381.174938908901","3381.174938908901","3381.174938908901","3590.8107993269055","3590.8107993269055","3590.8107993269055","4241.2924096393035","4241.2924096393035","4241.2924096393035","4060.1771586646255","4060.1771586646255","4060.1771586646255","4136.710648649509","4136.710648649509","4136.710648649509","3760.3943453544107","3760.3943453544107","3760.3943453544107","3778.598448746521","3778.598448746521","3778.598448746521","3733.677114579342","3733.677114579342","3733.677114579342","3895.616477976592","3895.616477976592","3895.616477976592"
"931","4104.65604595769","4104.65604595769","4104.65604595769","4412.404480084285","4412.404480084285","4412.404480084285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"940","","","","","","","4385.568820897524","4385.568820897524","4385.568820897524","3730.7466899291207","3730.7466899291207","3730.7466899291207","3537.548314037997","3537.548314037997","3537.548314037997","4297.714309118379","4297.714309118379","4297.714309118379","4049.355317057862","4049.355317057862","4049.355317057862","4148.921884490433","4148.921884490433","4148.921884490433","3590.958705853151","3590.958705853151","3590.958705853151","3642.9562403798955","3642.9562403798955","3642.9562403798955","3771.2487706422207","3771.2487706422207","3771.2487706422207","3877.42703352591","3877.42703352591","3877.42703352591"
