"Step","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MAX","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MIN","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MAX","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MIN","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MAX","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MIN","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MAX","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX"
"200","4082.5934512268914","4082.5934512268914","4082.5934512268914","4054.894956877426","4054.894956877426","4054.894956877426","3862.976708924712","3862.976708924712","3862.976708924712","3187.5344811122927","3187.5344811122927","3187.5344811122927","3582.860652885078","3582.860652885078","3582.860652885078","4197.483833303564","4197.483833303564","4197.483833303564","4102.150948262773","4102.150948262773","4102.150948262773","3942.4628026819614","3942.4628026819614","3942.4628026819614","3333.54620925211","3333.54620925211","3333.54620925211","3478.62978098709","3478.62978098709","3478.62978098709","3696.0517939215983","3696.0517939215983","3696.0517939215983","3626.300326652411","3626.300326652411","3626.300326652411"
"210","4109.592476256352","4109.592476256352","4109.592476256352","4054.302983291557","4054.302983291557","4054.302983291557","3845.918454679486","3845.918454679486","3845.918454679486","3445.779081928312","3445.779081928312","3445.779081928312","3649.6295974387335","3649.6295974387335","3649.6295974387335","4191.3396543937315","4191.3396543937315","4191.3396543937315","4143.32025166234","4143.32025166234","4143.32025166234","3969.9060974791923","3969.9060974791923","3969.9060974791923","3356.5329781449036","3356.5329781449036","3356.5329781449036","3528.0387923519374","3528.0387923519374","3528.0387923519374","3689.831089386041","3689.831089386041","3689.831089386041","3659.7119493219916","3659.7119493219916","3659.7119493219916"
"220","4108.588694321352","4108.588694321352","4108.588694321352","4038.841525300576","4038.841525300576","4038.841525300576","3873.34692648067","3873.34692648067","3873.34692648067","3453.6578678456212","3453.6578678456212","3453.6578678456212","3583.947102560108","3583.947102560108","3583.947102560108","4203.119505749842","4203.119505749842","4203.119505749842","4103.919534208106","4103.919534208106","4103.919534208106","3981.4448173852043","3981.4448173852043","3981.4448173852043","3370.841498618466","3370.841498618466","3370.841498618466","3661.781110860496","3661.781110860496","3661.781110860496","3645.169860265033","3645.169860265033","3645.169860265033","3600.0138662036684","3600.0138662036684","3600.0138662036684"
"230","4100.980521361689","4100.980521361689","4100.980521361689","4060.74101442385","4060.74101442385","4060.74101442385","3891.6521154197617","3891.6521154197617","3891.6521154197617","3306.9477869132957","3306.9477869132957","3306.9477869132957","3765.6071397872233","3765.6071397872233","3765.6071397872233","4264.066808790742","4264.066808790742","4264.066808790742","4135.668633134666","4135.668633134666","4135.668633134666","4071.0217003077023","4071.0217003077023","4071.0217003077023","3541.3760577890907","3541.3760577890907","3541.3760577890907","3679.1000345282605","3679.1000345282605","3679.1000345282605","3606.0143941460933","3606.0143941460933","3606.0143941460933","3478.0714143103114","3478.0714143103114","3478.0714143103114"
"240","4044.0719344366007","4044.0719344366007","4044.0719344366007","4075.9693684631798","4075.9693684631798","4075.9693684631798","3890.6611646071788","3890.6611646071788","3890.6611646071788","3475.8826860239305","3475.8826860239305","3475.8826860239305","3569.73078296335","3569.73078296335","3569.73078296335","4252.641269629658","4252.641269629658","4252.641269629658","4151.166733122532","4151.166733122532","4151.166733122532","4082.3850787497277","4082.3850787497277","4082.3850787497277","3331.897355997922","3331.897355997922","3331.897355997922","3661.5299461084273","3661.5299461084273","3661.5299461084273","3625.0129919806423","3625.0129919806423","3625.0129919806423","3613.472098085823","3613.472098085823","3613.472098085823"
"250","4074.3062262178564","4074.3062262178564","4074.3062262178564","4096.594000801308","4096.594000801308","4096.594000801308","3849.928003140638","3849.928003140638","3849.928003140638","3367.9137250183276","3367.9137250183276","3367.9137250183276","3748.0680706710104","3748.0680706710104","3748.0680706710104","4206.334447965215","4206.334447965215","4206.334447965215","4125.643835284713","4125.643835284713","4125.643835284713","4077.71187325692","4077.71187325692","4077.71187325692","3423.6313282695032","3423.6313282695032","3423.6313282695032","3611.1444422318077","3611.1444422318077","3611.1444422318077","3636.017236955202","3636.017236955202","3636.017236955202","3546.982056051773","3546.982056051773","3546.982056051773"
"260","4119.826139154151","4119.826139154151","4119.826139154151","4129.43628935288","4129.43628935288","4129.43628935288","3873.2063081774786","3873.2063081774786","3873.2063081774786","3130.5168526571906","3130.5168526571906","3130.5168526571906","3624.169605761793","3624.169605761793","3624.169605761793","4200.655081038006","4200.655081038006","4200.655081038006","4115.899843006833","4115.899843006833","4115.899843006833","4085.935636808009","4085.935636808009","4085.935636808009","3472.353517459275","3472.353517459275","3472.353517459275","3592.757668690529","3592.757668690529","3592.757668690529","3626.5511536375175","3626.5511536375175","3626.5511536375175","3629.053076418151","3629.053076418151","3629.053076418151"
"270","4150.918790380728","4150.918790380728","4150.918790380728","4156.594008072936","4156.594008072936","4156.594008072936","3862.036585712175","3862.036585712175","3862.036585712175","3206.148559659696","3206.148559659696","3206.148559659696","3685.6450965311","3685.6450965311","3685.6450965311","4192.750486077453","4192.750486077453","4192.750486077453","4199.548426109447","4199.548426109447","4199.548426109447","4045.6005841722917","4045.6005841722917","4045.6005841722917","3455.16807596104","3455.16807596104","3455.16807596104","3475.5589743377373","3475.5589743377373","3475.5589743377373","3611.966895459408","3611.966895459408","3611.966895459408","3603.727896737073","3603.727896737073","3603.727896737073"
"280","4169.578173168193","4169.578173168193","4169.578173168193","4194.617920652293","4194.617920652293","4194.617920652293","3907.8394010839097","3907.8394010839097","3907.8394010839097","3168.1756067609986","3168.1756067609986","3168.1756067609986","3660.9001739752066","3660.9001739752066","3660.9001739752066","4157.952167950697","4157.952167950697","4157.952167950697","4213.038775250543","4213.038775250543","4213.038775250543","4091.551022548921","4091.551022548921","4091.551022548921","3520.8542435531513","3520.8542435531513","3520.8542435531513","3563.136601188894","3563.136601188894","3563.136601188894","3590.9362449135324","3590.9362449135324","3590.9362449135324","3635.828982364117","3635.828982364117","3635.828982364117"
"290","4149.944070502612","4149.944070502612","4149.944070502612","4174.613074206163","4174.613074206163","4174.613074206163","3975.280231604539","3975.280231604539","3975.280231604539","3412.743116637158","3412.743116637158","3412.743116637158","3650.2047667553097","3650.2047667553097","3650.2047667553097","4140.594596689932","4140.594596689932","4140.594596689932","4171.239520266483","4171.239520266483","4171.239520266483","4081.18857516327","4081.18857516327","4081.18857516327","3239.9867738210114","3239.9867738210114","3239.9867738210114","3575.3623091588365","3575.3623091588365","3575.3623091588365","3603.480873427594","3603.480873427594","3603.480873427594","3669.7223218910367","3669.7223218910367","3669.7223218910367"
"300","4137.759655608105","4137.759655608105","4137.759655608105","4183.735348053585","4183.735348053585","4183.735348053585","3957.055203452973","3957.055203452973","3957.055203452973","3364.2663486645915","3364.2663486645915","3364.2663486645915","3712.951294877939","3712.951294877939","3712.951294877939","4203.793262861906","4203.793262861906","4203.793262861906","4224.944693202079","4224.944693202079","4224.944693202079","4089.7564027424696","4089.7564027424696","4089.7564027424696","3112.8386013300683","3112.8386013300683","3112.8386013300683","3550.9662625513242","3550.9662625513242","3550.9662625513242","3530.1089649245923","3530.1089649245923","3530.1089649245923","3643.054954151924","3643.054954151924","3643.054954151924"
"310","4118.027301022446","4118.027301022446","4118.027301022446","4076.7983301792933","4076.7983301792933","4076.7983301792933","3914.787503615965","3914.787503615965","3914.787503615965","3593.692927444994","3593.692927444994","3593.692927444994","3594.11830925927","3594.11830925927","3594.11830925927","4271.824417417649","4271.824417417649","4271.824417417649","4217.470888554261","4217.470888554261","4217.470888554261","4009.0821340511575","4009.0821340511575","4009.0821340511575","3291.660453152983","3291.660453152983","3291.660453152983","3558.5781221432567","3558.5781221432567","3558.5781221432567","3584.1179899054755","3584.1179899054755","3584.1179899054755","3645.083279327763","3645.083279327763","3645.083279327763"
"320","4122.211346220637","4122.211346220637","4122.211346220637","4100.845798812955","4100.845798812955","4100.845798812955","3885.5551821135005","3885.5551821135005","3885.5551821135005","3461.303543416843","3461.303543416843","3461.303543416843","3660.125662002228","3660.125662002228","3660.125662002228","4215.324597949127","4215.324597949127","4215.324597949127","4195.69223528154","4195.69223528154","4195.69223528154","4129.972280446494","4129.972280446494","4129.972280446494","3156.527082985298","3156.527082985298","3156.527082985298","3603.074613546721","3603.074613546721","3603.074613546721","3597.2935104797316","3597.2935104797316","3597.2935104797316","3662.2632095945037","3662.2632095945037","3662.2632095945037"
"330","4139.784331271124","4139.784331271124","4139.784331271124","4114.342574095782","4114.342574095782","4114.342574095782","3934.1508204361744","3934.1508204361744","3934.1508204361744","3458.7061608754448","3458.7061608754448","3458.7061608754448","3561.2439804265427","3561.2439804265427","3561.2439804265427","4172.463583008731","4172.463583008731","4172.463583008731","4178.993049255745","4178.993049255745","4178.993049255745","4175.881164971894","4175.881164971894","4175.881164971894","3353.8580045607137","3353.8580045607137","3353.8580045607137","3669.878369458044","3669.878369458044","3669.878369458044","3705.786411232305","3705.786411232305","3705.786411232305","3714.1311098415586","3714.1311098415586","3714.1311098415586"
"340","4172.740801289919","4172.740801289919","4172.740801289919","4111.624860932517","4111.624860932517","4111.624860932517","3935.295538248801","3935.295538248801","3935.295538248801","3501.570621616613","3501.570621616613","3501.570621616613","3664.1945913757577","3664.1945913757577","3664.1945913757577","4046.44524249983","4046.44524249983","4046.44524249983","4110.522830623716","4110.522830623716","4110.522830623716","4169.734026950206","4169.734026950206","4169.734026950206","3130.860839341471","3130.860839341471","3130.860839341471","3628.9824629580385","3628.9824629580385","3628.9824629580385","3697.8453331503574","3697.8453331503574","3697.8453331503574","3732.9072705005988","3732.9072705005988","3732.9072705005988"
"350","4170.64783586754","4170.64783586754","4170.64783586754","4093.500093181304","4093.500093181304","4093.500093181304","3947.3739700278993","3947.3739700278993","3947.3739700278993","3432.001588313329","3432.001588313329","3432.001588313329","3478.0029793340946","3478.0029793340946","3478.0029793340946","4027.5438357842927","4027.5438357842927","4027.5438357842927","4087.1188408675516","4087.1188408675516","4087.1188408675516","4104.555913675569","4104.555913675569","4104.555913675569","3349.6091346355756","3349.6091346355756","3349.6091346355756","3712.6680031501332","3712.6680031501332","3712.6680031501332","3750.4796637356003","3750.4796637356003","3750.4796637356003","3767.8574964103113","3767.8574964103113","3767.8574964103113"
"360","4122.692471581405","4122.692471581405","4122.692471581405","4065.759347378451","4065.759347378451","4065.759347378451","3988.0184770652604","3988.0184770652604","3988.0184770652604","3262.9676730634555","3262.9676730634555","3262.9676730634555","3583.955764491771","3583.955764491771","3583.955764491771","4028.380691234969","4028.380691234969","4028.380691234969","4003.501093334511","4003.501093334511","4003.501093334511","4030.553627418651","4030.553627418651","4030.553627418651","3228.208977172744","3228.208977172744","3228.208977172744","3738.59984983174","3738.59984983174","3738.59984983174","3742.307331065378","3742.307331065378","3742.307331065378","3823.6652095262784","3823.6652095262784","3823.6652095262784"
"370","4147.255163857696","4147.255163857696","4147.255163857696","4003.384764937324","4003.384764937324","4003.384764937324","3978.205907593466","3978.205907593466","3978.205907593466","3208.62314198047","3208.62314198047","3208.62314198047","3586.1893530361954","3586.1893530361954","3586.1893530361954","4013.3372740462873","4013.3372740462873","4013.3372740462873","3946.7932679463192","3946.7932679463192","3946.7932679463192","3986.602768228814","3986.602768228814","3986.602768228814","3271.290251726902","3271.290251726902","3271.290251726902","3692.641051858799","3692.641051858799","3692.641051858799","3739.718446693708","3739.718446693708","3739.718446693708","3849.0323740398476","3849.0323740398476","3849.0323740398476"
"380","4222.817089501733","4222.817089501733","4222.817089501733","4037.759233097102","4037.759233097102","4037.759233097102","4027.293264738236","4027.293264738236","4027.293264738236","2875.317533271184","2875.317533271184","2875.317533271184","3691.654067130445","3691.654067130445","3691.654067130445","4056.7294850699427","4056.7294850699427","4056.7294850699427","3937.4541573521383","3937.4541573521383","3937.4541573521383","3906.170109429529","3906.170109429529","3906.170109429529","3264.3177053805534","3264.3177053805534","3264.3177053805534","3669.2491915892506","3669.2491915892506","3669.2491915892506","3815.819566479024","3815.819566479024","3815.819566479024","3821.130068165011","3821.130068165011","3821.130068165011"
"390","4218.206225411467","4218.206225411467","4218.206225411467","4010.468913414358","4010.468913414358","4010.468913414358","4040.427376642775","4040.427376642775","4040.427376642775","3516.7578673494827","3516.7578673494827","3516.7578673494827","3587.1506280798126","3587.1506280798126","3587.1506280798126","3953.7954890576575","3953.7954890576575","3953.7954890576575","3924.0129350925417","3924.0129350925417","3924.0129350925417","3891.889700239853","3891.889700239853","3891.889700239853","3358.8446838336336","3358.8446838336336","3358.8446838336336","3698.364189264629","3698.364189264629","3698.364189264629","3840.1133232015954","3840.1133232015954","3840.1133232015954","3756.5832944712165","3756.5832944712165","3756.5832944712165"
"400","4202.703944256781","4202.703944256781","4202.703944256781","4058.975289143326","4058.975289143326","4058.975289143326","4040.227354079201","4040.227354079201","4040.227354079201","3248.0162990172403","3248.0162990172403","3248.0162990172403","3475.405918776794","3475.405918776794","3475.405918776794","4009.497049433435","4009.497049433435","4009.497049433435","3977.2012385385074","3977.2012385385074","3977.2012385385074","3855.0390090875762","3855.0390090875762","3855.0390090875762","3439.8388554736835","3439.8388554736835","3439.8388554736835","3697.83761793492","3697.83761793492","3697.83761793492","3857.6185342155413","3857.6185342155413","3857.6185342155413","3811.4041264458087","3811.4041264458087","3811.4041264458087"
"410","4185.295123850837","4185.295123850837","4185.295123850837","4043.881388518502","4043.881388518502","4043.881388518502","4066.919361557785","4066.919361557785","4066.919361557785","2981.8801333819433","2981.8801333819433","2981.8801333819433","3352.0941612432425","3352.0941612432425","3352.0941612432425","3979.27248603325","3979.27248603325","3979.27248603325","3960.0219308481815","3960.0219308481815","3960.0219308481815","3845.767382880568","3845.767382880568","3845.767382880568","3233.1577073471476","3233.1577073471476","3233.1577073471476","3651.6933198970437","3651.6933198970437","3651.6933198970437","3801.481595081542","3801.481595081542","3801.481595081542","3816.0203538460614","3816.0203538460614","3816.0203538460614"
"420","4202.008730999661","4202.008730999661","4202.008730999661","4035.782463494265","4035.782463494265","4035.782463494265","4149.667380113757","4149.667380113757","4149.667380113757","3251.799641277485","3251.799641277485","3251.799641277485","3345.1351130359963","3345.1351130359963","3345.1351130359963","3984.5920748167664","3984.5920748167664","3984.5920748167664","3947.8674372487417","3947.8674372487417","3947.8674372487417","3853.0803654847996","3853.0803654847996","3853.0803654847996","3620.5392755116604","3620.5392755116604","3620.5392755116604","3665.460518775384","3665.460518775384","3665.460518775384","3824.390969687959","3824.390969687959","3824.390969687959","3873.9800970878823","3873.9800970878823","3873.9800970878823"
"430","4201.184384550996","4201.184384550996","4201.184384550996","4048.8421955347717","4048.8421955347717","4048.8421955347717","4157.522232994882","4157.522232994882","4157.522232994882","3430.4358177470085","3430.4358177470085","3430.4358177470085","3524.2878404683775","3524.2878404683775","3524.2878404683775","3953.274181444609","3953.274181444609","3953.274181444609","3973.998488054939","3973.998488054939","3973.998488054939","3895.023347042319","3895.023347042319","3895.023347042319","3333.222986770957","3333.222986770957","3333.222986770957","3623.5159580299733","3623.5159580299733","3623.5159580299733","3802.0636448372898","3802.0636448372898","3802.0636448372898","3869.07211353952","3869.07211353952","3869.07211353952"
"440","4187.884766934594","4187.884766934594","4187.884766934594","4208.4845630768095","4208.4845630768095","4208.4845630768095","4161.548684486463","4161.548684486463","4161.548684486463","2907.755755797968","2907.755755797968","2907.755755797968","3627.622768206086","3627.622768206086","3627.622768206086","4060.183850950726","4060.183850950726","4060.183850950726","4018.6598389312494","4018.6598389312494","4018.6598389312494","3844.4028522349117","3844.4028522349117","3844.4028522349117","3122.994036612514","3122.994036612514","3122.994036612514","3687.4313462647965","3687.4313462647965","3687.4313462647965","3820.0002137841234","3820.0002137841234","3820.0002137841234","3713.274331042844","3713.274331042844","3713.274331042844"
"450","4188.720177575727","4188.720177575727","4188.720177575727","4318.464192468454","4318.464192468454","4318.464192468454","4179.806687686343","4179.806687686343","4179.806687686343","3069.337109310622","3069.337109310622","3069.337109310622","3691.1930085761296","3691.1930085761296","3691.1930085761296","4042.582752651874","4042.582752651874","4042.582752651874","3950.4007269751005","3950.4007269751005","3950.4007269751005","3829.072668855247","3829.072668855247","3829.072668855247","3094.8530432627704","3094.8530432627704","3094.8530432627704","3719.7025762520107","3719.7025762520107","3719.7025762520107","3822.5513855842414","3822.5513855842414","3822.5513855842414","3884.2059170346206","3884.2059170346206","3884.2059170346206"
"460","4231.470808556325","4231.470808556325","4231.470808556325","4268.878303663392","4268.878303663392","4268.878303663392","4213.407136881346","4213.407136881346","4213.407136881346","2785.503694424487","2785.503694424487","2785.503694424487","3437.5582931174727","3437.5582931174727","3437.5582931174727","4073.4211319648684","4073.4211319648684","4073.4211319648684","3900.1149134397083","3900.1149134397083","3900.1149134397083","3868.8930293937424","3868.8930293937424","3868.8930293937424","3249.338431338243","3249.338431338243","3249.338431338243","3688.096308698417","3688.096308698417","3688.096308698417","3831.0828776813432","3831.0828776813432","3831.0828776813432","3861.2105029918043","3861.2105029918043","3861.2105029918043"
"470","4196.707512127611","4196.707512127611","4196.707512127611","4259.072281325915","4259.072281325915","4259.072281325915","4183.570114570303","4183.570114570303","4183.570114570303","2867.542631043207","2867.542631043207","2867.542631043207","3491.5757370848264","3491.5757370848264","3491.5757370848264","4036.6915494675136","4036.6915494675136","4036.6915494675136","3891.8616513253683","3891.8616513253683","3891.8616513253683","3958.625217774078","3958.625217774078","3958.625217774078","3368.445973508752","3368.445973508752","3368.445973508752","3689.213163394337","3689.213163394337","3689.213163394337","3846.2255857744203","3846.2255857744203","3846.2255857744203","3873.0751638575503","3873.0751638575503","3873.0751638575503"
"480","4212.768068237385","4212.768068237385","4212.768068237385","4269.01390238844","4269.01390238844","4269.01390238844","4179.69827265686","4179.69827265686","4179.69827265686","2602.876966449841","2602.876966449841","2602.876966449841","3581.543971722272","3581.543971722272","3581.543971722272","3971.536141104893","3971.536141104893","3971.536141104893","3962.619507457139","3962.619507457139","3962.619507457139","3959.7884704359153","3959.7884704359153","3959.7884704359153","3455.422018746048","3455.422018746048","3455.422018746048","3705.4539107128126","3705.4539107128126","3705.4539107128126","3798.920184504048","3798.920184504048","3798.920184504048","3926.2534719762975","3926.2534719762975","3926.2534719762975"
"490","4161.253533146605","4161.253533146605","4161.253533146605","4210.62759412562","4210.62759412562","4210.62759412562","4190.7703381331185","4190.7703381331185","4190.7703381331185","2925.0898447708723","2925.0898447708723","2925.0898447708723","3608.170128782813","3608.170128782813","3608.170128782813","4106.26284826578","4106.26284826578","4106.26284826578","3935.5691245128023","3935.5691245128023","3935.5691245128023","4008.4159188419044","4008.4159188419044","4008.4159188419044","3411.8458712013075","3411.8458712013075","3411.8458712013075","3591.9168020643747","3591.9168020643747","3591.9168020643747","3854.4373477149443","3854.4373477149443","3854.4373477149443","3890.623023363098","3890.623023363098","3890.623023363098"
"500","4182.961856981319","4182.961856981319","4182.961856981319","4219.356021460053","4219.356021460053","4219.356021460053","4079.4401691384583","4079.4401691384583","4079.4401691384583","2609.7740449776425","2609.7740449776425","2609.7740449776425","3460.866031797138","3460.866031797138","3460.866031797138","4113.370074722366","4113.370074722366","4113.370074722366","3937.377682920864","3937.377682920864","3937.377682920864","4029.976622917033","4029.976622917033","4029.976622917033","3472.5313099666223","3472.5313099666223","3472.5313099666223","3633.135746508751","3633.135746508751","3633.135746508751","3857.889915535993","3857.889915535993","3857.889915535993","3916.1342387279606","3916.1342387279606","3916.1342387279606"
"510","4224.137149742097","4224.137149742097","4224.137149742097","4246.137567478665","4246.137567478665","4246.137567478665","4077.731036255468","4077.731036255468","4077.731036255468","2881.7030327671587","2881.7030327671587","2881.7030327671587","3344.813654277376","3344.813654277376","3344.813654277376","4055.6270057422926","4055.6270057422926","4055.6270057422926","3973.956469994441","3973.956469994441","3973.956469994441","3976.0570366668553","3976.0570366668553","3976.0570366668553","3451.865618333665","3451.865618333665","3451.865618333665","3579.8465105360547","3579.8465105360547","3579.8465105360547","3833.464039586584","3833.464039586584","3833.464039586584","3834.2909488517325","3834.2909488517325","3834.2909488517325"
"520","4251.589836366174","4251.589836366174","4251.589836366174","4160.6163066409335","4160.6163066409335","4160.6163066409335","4138.471182146697","4138.471182146697","4138.471182146697","2845.131091396007","2845.131091396007","2845.131091396007","3514.0567441298454","3514.0567441298454","3514.0567441298454","4133.678450249839","4133.678450249839","4133.678450249839","3856.758279749733","3856.758279749733","3856.758279749733","4091.7354516909677","4091.7354516909677","4091.7354516909677","3384.70123908826","3384.70123908826","3384.70123908826","3669.250524584415","3669.250524584415","3669.250524584415","3849.3462202406563","3849.3462202406563","3849.3462202406563","3876.3061085698996","3876.3061085698996","3876.3061085698996"
"530","4237.301169590573","4237.301169590573","4237.301169590573","4150.830743763405","4150.830743763405","4150.830743763405","4167.702752557039","4167.702752557039","4167.702752557039","2976.173634521008","2976.173634521008","2976.173634521008","3500.0867791678565","3500.0867791678565","3500.0867791678565","4136.557385806384","4136.557385806384","4136.557385806384","3987.145554247489","3987.145554247489","3987.145554247489","4096.155898733676","4096.155898733676","4096.155898733676","3181.003908458158","3181.003908458158","3181.003908458158","3613.7226948911257","3613.7226948911257","3613.7226948911257","3804.875456149303","3804.875456149303","3804.875456149303","3910.506306677517","3910.506306677517","3910.506306677517"
"540","4209.344365021074","4209.344365021074","4209.344365021074","4094.5053312084556","4094.5053312084556","4094.5053312084556","4117.7028677968865","4117.7028677968865","4117.7028677968865","3046.5021904100286","3046.5021904100286","3046.5021904100286","3763.2637266963347","3763.2637266963347","3763.2637266963347","4134.574655960642","4134.574655960642","4134.574655960642","3947.5731092452443","3947.5731092452443","3947.5731092452443","4037.5113057094177","4037.5113057094177","4037.5113057094177","3480.069178178791","3480.069178178791","3480.069178178791","3581.411889406624","3581.411889406624","3581.411889406624","3864.175584212354","3864.175584212354","3864.175584212354","3886.0431931552303","3886.0431931552303","3886.0431931552303"
"550","4257.769141319471","4257.769141319471","4257.769141319471","4044.688927933167","4044.688927933167","4044.688927933167","4186.375537460296","4186.375537460296","4186.375537460296","3082.700742355895","3082.700742355895","3082.700742355895","3616.126860336542","3616.126860336542","3616.126860336542","4159.784878765177","4159.784878765177","4159.784878765177","4016.7785709127916","4016.7785709127916","4016.7785709127916","4137.029265457409","4137.029265457409","4137.029265457409","3525.796518368339","3525.796518368339","3525.796518368339","3642.4641547582514","3642.4641547582514","3642.4641547582514","3822.382086788345","3822.382086788345","3822.382086788345","3935.2627140965897","3935.2627140965897","3935.2627140965897"
"560","4285.476010329121","4285.476010329121","4285.476010329121","3972.548740656991","3972.548740656991","3972.548740656991","3955.8908145766204","3955.8908145766204","3955.8908145766204","2660.637328740435","2660.637328740435","2660.637328740435","3594.5896628277683","3594.5896628277683","3594.5896628277683","4179.344037196894","4179.344037196894","4179.344037196894","4011.144048209423","4011.144048209423","4011.144048209423","4143.784734565103","4143.784734565103","4143.784734565103","3393.919988095005","3393.919988095005","3393.919988095005","3682.652466722153","3682.652466722153","3682.652466722153","3854.1780972622537","3854.1780972622537","3854.1780972622537","3994.6950166450697","3994.6950166450697","3994.6950166450697"
"570","4260.971633390741","4260.971633390741","4260.971633390741","4067.0022577264162","4067.0022577264162","4067.0022577264162","4007.6009204759202","4007.6009204759202","4007.6009204759202","3088.2630811866525","3088.2630811866525","3088.2630811866525","3528.004724738554","3528.004724738554","3528.004724738554","4106.130644487675","4106.130644487675","4106.130644487675","3972.0884469753837","3972.0884469753837","3972.0884469753837","4176.72864019927","4176.72864019927","4176.72864019927","3379.36693809909","3379.36693809909","3379.36693809909","3704.1376088909833","3704.1376088909833","3704.1376088909833","3851.608684177297","3851.608684177297","3851.608684177297","3999.0486413593726","3999.0486413593726","3999.0486413593726"
